"DateTime"," NDVI (Landsat 4/5/7/8 SR) at Polygon 1, 1984-01-01 to 2019-08-15"," NDVI (Landsat 4/5/7/8 SR) at Polygon 2, 1984-01-01 to 2019-08-15"
"2003-12-12",0.024,0.233
"2003-12-19",0.0348,0.2659
"2003-12-20",,
"2003-12-27",0.0569,0.2491
"2003-12-28",0.0696,0.2821
"2004-01-04",-0.0375,0.173
"2004-01-05",-0.0101,0.2139
"2004-01-12",0.0665,0.2992
"2004-01-13",0.1249,0.393
"2004-01-21",-0.0061,0.1491
"2004-01-28",0.0018,0.2057
"2004-01-29",,
"2004-02-05",-0.1066,0.0837
"2004-02-06",-0.0228,0.1244
"2004-02-13",,
"2004-02-14",-0.018,0.1512
"2004-02-21",,
"2004-02-22",,
"2004-02-29",-0.0026,0.0754
"2004-03-01",0.0341,0.1718
"2004-03-08",0.055,0.1842
"2004-03-09",0.0933,0.2524
"2004-03-16",,
"2004-03-17",0.1235,0.3401
"2004-03-24",,
"2004-03-25",0.1278,0.3516
"2004-04-01",0.1228,0.3047
"2004-04-02",,
"2004-04-17",0.143,0.3562
"2004-04-18",0.1195,0.2534
"2004-04-25",,
"2004-04-26",0.1379,0.26
"2004-05-03",0.1515,0.3344
"2004-05-04",0.1401,0.3477
"2004-05-11",0.1628,0.362
"2004-05-12",,
"2004-05-19",0.114,
"2004-05-20",,
"2004-05-27",0.1846,0.3918
"2004-05-28",,
"2004-06-04",,0.2897
"2004-06-05",0.1813,0.3727
"2004-06-12",0.091,0.2081
"2004-06-13",0.1913,
"2004-06-20",0.2043,0.4029
"2004-06-21",,
"2004-06-28",0.2082,0.4213
"2004-06-29",0.2063,0.3164
"2004-07-06",0.2223,0.4255
"2004-07-07",0.2132,0.4183
"2004-07-14",0.2166,0.4246
"2004-07-15",0.2246,0.4338
"2004-07-22",0.2189,0.3624
"2004-07-30",,0.3834
"2004-07-31",0.2506,0.4256
"2004-08-07",,
"2004-08-08",0.2605,0.447
"2004-08-15",0.2479,0.4362
"2004-08-16",0.2462,0.425
"2004-08-23",0.1823,
"2004-08-24",0.2372,0.4464
"2004-08-31",0.2593,0.4423
"2004-09-01",0.2621,0.4468
"2004-09-08",0.2289,0.4231
"2004-09-09",0.2388,0.4413
"2004-09-16",0.2283,0.4442
"2004-09-17",0.223,0.4181
"2004-09-24",0.2131,0.4196
"2004-09-25",0.2073,0.4313
"2004-10-02",0.2213,0.4487
"2004-10-03",0.2104,0.416
"2004-10-10",0.1785,0.3856
"2004-10-11",0.1548,0.3279
"2004-10-18",0.1886,0.4487
"2004-10-26",0.1875,0.4296
"2004-10-27",0.1198,
"2004-11-03",0.0331,0.1951
"2004-11-04",,
"2004-11-11",0.1087,0.1417
"2004-11-12",,
"2004-11-19",0.1759,0.3622
"2004-12-05",0.0253,0.2436
"2004-12-06",0.047,0.2325
"2004-12-13",0.1265,
"2004-12-14",0.1149,
"2004-12-21",0.0871,0.2558
"2004-12-22",0.0107,0.1166
"2004-12-30",0.1345,0.3445
"2005-01-06",-0.0035,0.1897
"2005-01-07",0.015,0.2155
"2005-01-14",-0.006,0.1969
"2005-01-15",-0.0014,0.2187
"2005-01-22",0.0745,0.2977
"2005-01-23",0.1086,0.3143
"2005-01-31",-0.0284,0.026
"2005-02-07",,
"2005-02-08",0.0079,0.0456
"2005-02-15",0.0502,
"2005-02-16",,
"2005-02-23",,
"2005-02-24",0.1163,0.2862
"2005-03-03",0.0867,0.206
"2005-03-04",0.1206,0.3128
"2005-03-11",0.0971,0.2453
"2005-03-12",0.1084,0.2806
"2005-03-19",,
"2005-03-20",0.0759,0.1082
"2005-03-27",0.1226,0.1693
"2005-03-28",0.0848,
"2005-04-04",0.119,0.2326
"2005-04-12",-0.5392,-0.1235
"2005-04-13",-0.0303,0.0788
"2005-04-20",0.1394,0.3386
"2005-04-21",0.1479,0.3689
"2005-04-28",0.0964,0.2323
"2005-05-06",,0.1802
"2005-05-07",0.148,0.2133
"2005-05-14",0.105,
"2005-05-15",0.1757,0.3578
"2005-05-22",0.201,0.3796
"2005-05-23",0.1976,0.3833
"2005-05-30",0.1821,0.3808
"2005-05-31",0.2188,0.396
"2005-06-07",0.2216,0.3885
"2005-06-08",0.2207,0.3911
"2005-06-15",0.2276,0.4015
"2005-06-16",0.2375,0.3925
"2005-06-23",,
"2005-06-24",0.2449,0.4294
"2005-07-01",0.2227,0.4316
"2005-07-02",0.2356,0.4074
"2005-07-09",0.2105,0.3972
"2005-07-10",0.2258,0.3209
"2005-07-17",0.21,0.4313
"2005-07-18",0.2222,0.4136
"2005-07-26",0.1802,0.4458
"2005-08-02",0.2048,0.4124
"2005-08-03",0.1957,0.414
"2005-08-10",0.1962,0.3316
"2005-08-11",0.1697,
"2005-08-18",0.2274,0.4643
"2005-08-19",,
"2005-08-26",0.2202,0.4232
"2005-08-27",0.2357,0.4366
"2005-09-03",0.2364,0.4333
"2005-09-04",0.2362,0.4394
"2005-09-11",0.2363,0.4416
"2005-09-12",0.2331,0.4488
"2005-09-19",0.225,0.4463
"2005-09-20",0.2059,0.3488
"2005-09-27",0.2095,0.4079
"2005-10-06",0.2022,0.4047
"2005-10-13",0.1644,0.278
"2005-10-14",0.2031,0.4055
"2005-10-21",0.171,0.4152
"2005-10-22",0.1948,0.4278
"2005-10-29",,0.1776
"2005-10-30",0.166,0.4479
"2005-11-06",0.1348,
"2005-11-07",0.1597,0.4061
"2005-11-14",0.14,0.2476
"2005-11-15",0.0179,0.1664
"2005-11-22",0.1223,0.3575
"2005-11-23",0.1441,0.3999
"2005-12-01",,
"2005-12-08",-0.0305,0.19
"2005-12-17",0.0409,0.1605
"2005-12-24",,
"2006-01-02",0.1373,0.4407
"2006-01-09",0.1337,0.4148
"2006-01-10",0.1132,0.3494
"2006-01-17",0.0722,0.2576
"2006-01-18",0.1307,0.3972
"2006-01-25",,
"2006-01-26",0.0048,0.1937
"2006-02-03",0.1131,0.3187
"2006-02-10",0.0007,0.1331
"2006-02-11",0.0204,0.1987
"2006-02-18",0.0179,0.1366
"2006-02-19",0.0486,0.2007
"2006-02-26",0.0986,0.2622
"2006-02-27",0.1161,0.3196
"2006-03-06",0.1062,0.2945
"2006-03-07",0.1362,0.407
"2006-03-14",0.121,0.2021
"2006-03-23",0.101,0.258
"2006-03-30",0.1375,0.3946
"2006-03-31",,
"2006-04-07",,
"2006-04-08",0.1395,0.3764
"2006-04-15",,
"2006-04-16",0.1445,0.3476
"2006-04-23",0.1474,0.3542
"2006-04-24",,
"2006-05-01",0.1579,0.3651
"2006-05-02",0.1467,0.3415
"2006-05-09",0.0935,0.1524
"2006-05-10",0.1732,0.3346
"2006-05-17",0.1645,0.3366
"2006-05-18",0.1596,0.3403
"2006-05-25",0.1684,0.3233
"2006-05-26",,
"2006-06-02",0.1796,0.3576
"2006-06-03",0.1527,0.3162
"2006-06-10",,
"2006-06-11",0.1762,0.3784
"2006-06-18",0.1789,0.3827
"2006-06-19",0.1744,0.3268
"2006-06-26",0.1669,0.3636
"2006-06-27",0.1728,0.3325
"2006-07-04",0.1746,0.3816
"2006-07-05",0.1635,0.3023
"2006-07-12",0.1501,0.3465
"2006-07-13",0.1971,0.3957
"2006-07-20",0.225,0.421
"2006-07-21",0.2317,0.3735
"2006-07-28",0.1956,
"2006-07-29",0.2429,0.4477
"2006-08-06",,
"2006-08-13",0.281,0.3856
"2006-08-14",0.3017,0.4749
"2006-08-21",0.2762,0.3762
"2006-08-22",0.2261,0.295
"2006-08-29",0.309,0.4629
"2006-08-30",0.3078,0.4789
"2006-09-06",0.2631,0.367
"2006-09-07",0.2778,0.3978
"2006-09-14",0.276,0.4196
"2006-09-15",0.2801,0.4522
"2006-09-23",,
"2006-09-30",0.2455,0.4339
"2006-10-01",,
"2006-10-16",0.2095,
"2006-10-24",,
"2006-10-25",0.1159,0.2517
"2006-11-01",0.047,0.165
"2006-11-02",0.0658,0.197
"2006-11-09",0.1777,0.4264
"2006-11-10",0.1624,0.3977
"2006-11-17",0.156,0.4117
"2006-11-18",0.1678,0.4415
"2006-11-25",0.1638,0.4538
"2006-11-26",0.1471,0.4203
"2006-12-03",-0.0282,0.0889
"2006-12-04",-0.0135,0.1764
"2006-12-11",0.024,0.1507
"2006-12-12",,
"2006-12-19",0.0267,0.1696
"2006-12-27",-0.0721,0.0816
"2007-01-04",-0.0419,0.0957
"2007-01-12",-0.1671,0.1482
"2007-01-13",-0.0203,0.1407
"2007-01-20",,
"2007-01-21",,
"2007-01-28",-0.1342,0.157
"2007-01-29",-0.0454,0.1367
"2007-02-05",-0.0407,0.0856
"2007-02-06",-0.0636,0.0969
"2007-02-13",,
"2007-02-14",-0.0157,0.1097
"2007-02-21",-0.0268,0.1148
"2007-02-22",-0.0747,0.1243
"2007-03-01",-0.2336,0.0628
"2007-03-02",,
"2007-03-09",-0.0041,0.083
"2007-03-10",,
"2007-03-17",,
"2007-03-18",0.0829,0.119
"2007-03-25",0.1301,0.2732
"2007-03-26",0.1428,0.3446
"2007-04-02",0.1263,0.3785
"2007-04-03",0.15,0.3598
"2007-04-11",0.1527,0.3637
"2007-04-18",0.1584,0.375
"2007-04-19",0.1508,0.3543
"2007-04-26",-0.0864,0.0411
"2007-04-27",0.0878,0.0817
"2007-05-05",0.165,
"2007-05-12",0.1997,0.3608
"2007-05-13",0.1972,0.3411
"2007-05-20",0.2216,0.3129
"2007-05-21",,
"2007-05-28",0.1507,0.3103
"2007-05-29",0.253,0.3512
"2007-06-05",,
"2007-06-13",,
"2007-06-14",0.2578,0.297
"2007-06-21",0.2446,0.4357
"2007-06-22",,0.4051
"2007-06-29",0.2783,0.4281
"2007-06-30",0.2747,0.4343
"2007-07-07",0.2691,0.4625
"2007-07-08",0.2544,0.3267
"2007-07-15",0.2628,0.3612
"2007-07-16",0.2652,0.4429
"2007-07-23",0.254,0.3698
"2007-07-24",0.2541,0.4075
"2007-07-31",0.2489,0.4243
"2007-08-01",0.2594,0.4487
"2007-08-08",0.2783,0.4995
"2007-08-09",0.2663,0.4641
"2007-08-16",0.2699,0.4367
"2007-08-17",0.236,0.4892
"2007-08-24",0.2703,0.4336
"2007-08-25",0.2622,0.4612
"2007-09-01",0.2334,0.434
"2007-09-02",0.2584,0.4788
"2007-09-09",0.2317,0.4556
"2007-09-17",,
"2007-09-18",0.248,0.4498
"2007-09-25",0.2441,0.4583
"2007-09-26",0.2286,0.436
"2007-10-03",0.2138,0.4377
"2007-10-04",0.2097,0.4441
"2007-10-11",0.1937,0.4373
"2007-10-20",0.187,0.4469
"2007-10-27",0.1645,0.4013
"2007-11-05",0.1744,0.4482
"2007-11-12",,
"2007-11-21",-0.0383,0.0585
"2007-11-28",0.0662,
"2007-12-14",0.0098,0.1021
"2007-12-23",0.0199,0.2391
"2007-12-30",-0.0012,0.1973
"2008-01-08",-0.0013,0.1654
"2008-01-15",,
"2008-01-24",0.0053,0.1988
"2008-01-31",0.0111,0.1854
"2008-02-01",0.0182,0.1838
"2008-02-08",-0.0018,0.1532
"2008-02-09",0.0115,0.175
"2008-02-16",0.0497,0.1982
"2008-02-25",,
"2008-03-03",-0.4176,0.0799
"2008-03-04",-0.0054,0.1289
"2008-03-11",0.0476,0.1415
"2008-03-12",,
"2008-03-19",0.069,0.1716
"2008-03-20",0.1,0.2234
"2008-03-27",0.0643,0.231
"2008-03-28",0.1223,0.2837
"2008-04-04",0.1477,0.35
"2008-04-05",0.0832,0.2242
"2008-04-12",0.0746,0.1509
"2008-04-13",0.14,0.3486
"2008-04-20",0.1478,0.3723
"2008-04-21",0.1378,0.3374
"2008-04-28",,
"2008-04-29",,
"2008-05-06",0.1251,0.3337
"2008-05-07",0.1137,
"2008-05-14",0.1242,0.218
"2008-05-15",,
"2008-05-22",,
"2008-05-23",0.1631,0.3268
"2008-05-30",0.1925,0.3691
"2008-05-31",0.1941,0.3681
"2008-06-07",0.2131,0.3969
"2008-06-08",0.1787,
"2008-06-15",0.2002,0.3812
"2008-06-16",,
"2008-06-23",0.1423,
"2008-06-24",0.1986,0.3766
"2008-07-01",0.171,
"2008-07-02",0.1982,0.3863
"2008-07-09",0.2104,0.4084
"2008-07-10",0.1872,0.3561
"2008-07-17",0.1679,
"2008-07-18",0.1905,0.399
"2008-07-25",0.1967,0.3779
"2008-07-26",,
"2008-08-02",0.1709,0.3763
"2008-08-03",0.1814,0.3863
"2008-08-11",0.1991,0.4154
"2008-08-18",0.188,0.4008
"2008-08-19",0.2017,0.4101
"2008-08-26",0.2159,0.4375
"2008-08-27",0.2133,0.4214
"2008-09-03",0.2225,0.4243
"2008-09-04",0.2184,0.4332
"2008-09-11",0.2151,0.4111
"2008-09-19",0.2108,0.3955
"2008-09-20",0.2205,0.4401
"2008-09-27",0.2462,0.4501
"2008-09-28",0.2199,0.426
"2008-10-05",,
"2008-10-06",0.2297,0.4517
"2008-10-13",0.1558,
"2008-10-21",,
"2008-10-22",0.0171,0.1323
"2008-10-29",0.1784,0.4523
"2008-10-30",0.1582,0.4051
"2008-11-06",0.1512,0.4036
"2008-11-07",0.1604,0.4449
"2008-11-14",0.017,
"2008-11-15",0.1443,0.4174
"2008-11-22",0.1509,0.4461
"2008-11-23",0.1562,0.4531
"2008-11-30",,
"2008-12-09",-0.0056,0.073
"2008-12-16",,
"2008-12-25",0.1008,0.2671
"2009-01-01",0.0691,
"2009-01-09",,
"2009-01-10",,0.0842
"2009-01-17",0.0468,0.1823
"2009-01-18",0.0982,0.2493
"2009-01-25",0.1093,0.1702
"2009-01-26",,
"2009-02-02",0.0789,0.2426
"2009-02-03",0.1377,0.3885
"2009-02-10",,
"2009-02-11",0.1202,
"2009-02-18",0.1048,0.2903
"2009-02-19",0.1385,0.3664
"2009-02-26",0.1472,0.3485
"2009-02-27",0.1263,0.3758
"2009-03-06",0.1374,0.3973
"2009-03-07",0.145,0.2357
"2009-03-14",0.154,0.3961
"2009-03-15",0.1357,0.3898
"2009-03-22",0.1424,0.3946
"2009-03-23",,
"2009-03-30",0.1353,0.267
"2009-03-31",0.1217,0.279
"2009-04-07",0.1341,0.2629
"2009-04-08",0.1537,0.3587
"2009-04-15",0.1554,0.3739
"2009-04-16",,
"2009-04-23",0.1332,0.3507
"2009-04-24",0.1308,0.2542
"2009-05-01",0.1101,0.2263
"2009-05-09",,0.2168
"2009-05-10",,
"2009-05-17",0.1819,0.3684
"2009-05-18",0.1719,0.3371
"2009-05-25",,
"2009-06-02",,
"2009-06-03",0.1955,0.3996
"2009-06-10",,
"2009-06-18",0.2458,0.3506
"2009-06-19",0.251,0.4289
"2009-06-27",0.2753,0.4304
"2009-07-04",0.2812,0.4137
"2009-07-05",0.2732,0.4707
"2009-07-12",0.2259,0.3941
"2009-07-13",0.2898,0.447
"2009-07-20",,
"2009-07-21",0.2756,0.4403
"2009-07-28",0.2927,0.4079
"2009-07-29",0.2212,
"2009-08-05",0.2844,0.4533
"2009-08-06",0.2286,0.4801
"2009-08-13",0.2556,0.4198
"2009-08-21",0.2684,0.4541
"2009-08-29",0.2031,0.3189
"2009-08-30",0.2327,0.3278
"2009-09-07",0.24,0.4573
"2009-09-14",0.2414,0.4676
"2009-09-15",0.2503,0.4459
"2009-09-22",0.1981,0.3485
"2009-09-30",0.2179,0.4318
"2009-10-01",0.2268,0.4266
"2009-10-08",,
"2009-10-09",0.1874,0.443
"2009-10-16",0.1884,0.4512
"2009-10-17",0.2006,0.4348
"2009-10-24",0.0878,0.2248
"2009-10-25",,
"2009-11-01",0.0153,0.2082
"2009-11-02",0.1334,0.3173
"2009-11-09",,
"2009-11-10",0.1578,0.4098
"2009-11-17",-0.1339,0.152
"2009-11-18",0.0044,0.1922
"2009-11-25",,0.1791
"2009-11-26",0.1161,0.3375
"2009-12-03",0.0222,0.1434
"2009-12-04",0.0718,0.2239
"2009-12-11",0.0317,0.2218
"2009-12-12",0.0222,0.2331
"2009-12-19",0.0635,0.2629
"2009-12-28",0.0076,0.2196
"2010-01-04",0.0483,0.2227
"2010-01-12",0.0826,0.281
"2010-01-13",0.1081,
"2010-01-20",,
"2010-01-21",,
"2010-01-28",0.0308,0.1561
"2010-01-29",0.0065,0.1872
"2010-02-05",,0.1551
"2010-02-06",,
"2010-02-13",,
"2010-02-14",0.0347,0.1462
"2010-02-22",,
"2010-03-01",0.0239,
"2010-03-02",0.0625,0.1404
"2010-03-09",0.0643,0.1719
"2010-03-10",0.0329,
"2010-03-17",0.063,0.1506
"2010-03-18",0.0913,0.1597
"2010-03-25",-0.5301,-0.3199
"2010-03-26",-0.0336,0.1046
"2010-04-02",,
"2010-04-03",0.0959,0.2035
"2010-04-10",0.1349,0.2877
"2010-04-11",,
"2010-04-18",,
"2010-04-19",,0.3364
"2010-04-26",0.0965,0.2061
"2010-04-27",0.1645,0.3557
"2010-05-04",0.1479,0.3556
"2010-05-05",0.1426,0.3105
"2010-05-12",,0.3416
"2010-05-20",0.1875,0.371
"2010-05-21",0.1697,0.3767
"2010-05-28",0.1915,0.3799
"2010-05-29",0.1873,0.3802
"2010-06-05",0.1436,
"2010-06-06",0.2141,0.4086
"2010-06-13",0.1623,0.4727
"2010-06-14",0.2122,0.3894
"2010-06-21",0.2329,0.4085
"2010-06-22",,0.2643
"2010-06-29",0.2442,0.4074
"2010-06-30",0.2321,0.4147
"2010-07-07",0.2186,0.4059
"2010-07-08",0.2455,0.4426
"2010-07-15",0.2399,0.4569
"2010-07-16",0.2304,0.4304
"2010-07-23",,
"2010-07-24",0.2,0.3639
"2010-07-31",0.2649,0.4614
"2010-08-01",0.1988,
"2010-08-08",0.2493,0.451
"2010-08-09",0.2574,0.4033
"2010-08-16",,
"2010-08-17",0.2648,0.4642
"2010-08-24",0.2896,
"2010-08-25",0.268,0.482
"2010-09-01",0.2563,0.4688
"2010-09-02",0.2579,0.4611
"2010-09-09",0.2505,0.4651
"2010-09-10",0.2284,0.4521
"2010-09-17",0.219,0.4574
"2010-09-18",0.2258,0.4379
"2010-09-25",0.2234,0.4558
"2010-09-26",0.2051,0.442
"2010-10-03",0.1937,0.4319
"2010-10-04",,
"2010-10-11",0.1935,0.4285
"2010-10-19",0.1953,0.4307
"2010-10-20",0.2022,0.4531
"2010-10-28",0.1763,0.4559
"2010-11-04",0.1647,0.453
"2010-11-05",0.1852,0.414
"2010-11-12",0.1523,0.416
"2010-11-13",0.1554,0.4471
"2010-11-20",0.1672,0.4756
"2010-11-21",0.1659,0.4067
"2010-11-28",0.1802,0.4757
"2010-12-06",,
"2010-12-07",0.149,0.4773
"2010-12-14",0.1688,0.4422
"2010-12-15",,
"2010-12-22",,0.2596
"2010-12-23",0.1839,0.466
"2010-12-30",,
"2010-12-31",,
"2011-01-07",0.0146,0.2406
"2011-01-08",0.0544,0.2696
"2011-01-15",0.0202,
"2011-01-23",0.0476,0.2114
"2011-01-24",,
"2011-01-31",,
"2011-02-01",-0.0173,0.0997
"2011-02-09",0.0009,0.1388
"2011-02-16",0.0603,0.2055
"2011-02-17",0.086,0.2379
"2011-02-24",0.0897,0.143
"2011-02-25",,
"2011-03-04",,
"2011-03-05",,
"2011-03-12",0.1389,0.3351
"2011-03-13",0.1527,0.368
"2011-03-20",,
"2011-03-21",0.1391,0.3841
"2011-03-28",0.0933,0.3654
"2011-03-29",0.1551,0.3379
"2011-04-05",0.1583,0.4028
"2011-04-06",,
"2011-04-13",0.1355,0.3593
"2011-04-14",,
"2011-04-21",0.1577,0.3693
"2011-04-22",0.1428,0.3646
"2011-04-29",0.1422,0.3508
"2011-04-30",0.135,0.3449
"2011-05-07",0.1394,0.3506
"2011-05-08",0.1428,0.3566
"2011-05-15",,
"2011-05-16",0.1509,0.3585
"2011-05-23",0.1547,0.3043
"2011-05-31",0.1786,0.3909
"2011-06-01",,
"2011-06-08",0.177,0.3794
"2011-06-09",0.1827,0.3832
"2011-06-16",0.1834,0.3779
"2011-06-17",,
"2011-06-24",0.1954,0.318
"2011-06-25",0.2055,0.3958
"2011-07-02",0.2099,0.4101
"2011-07-03",0.1929,
"2011-07-10",,
"2011-07-11",0.2148,0.4
"2011-07-18",0.232,0.4213
"2011-07-19",0.248,0.4336
"2011-07-26",0.2226,0.4174
"2011-07-27",0.2393,0.4313
"2011-08-03",0.2609,0.4595
"2011-08-04",0.2571,0.3889
"2011-08-11",0.2665,0.4562
"2011-08-12",0.2467,0.4529
"2011-08-19",,
"2011-08-20",0.2619,0.4659
"2011-08-27",0.2652,0.4697
"2011-08-28",0.2459,0.4567
"2011-09-04",0.2531,0.4531
"2011-09-05",0.2316,0.4245
"2011-09-12",0.2535,0.4502
"2011-09-20",0.2469,0.4369
"2011-09-21",0.2545,0.4584
"2011-09-28",0.2424,0.4504
"2011-09-29",0.2236,0.4355
"2011-10-06",,
"2011-10-07",0.2331,0.4449
"2011-10-14",0.2279,0.4593
"2011-10-15",0.1746,0.2829
"2011-10-22",0.1921,0.442
"2011-10-23",0.1966,0.4289
"2011-10-30",0.1801,0.3172
"2011-10-31",0.1765,0.3994
"2011-11-07",0.0776,0.1209
"2011-11-15",0.1526,0.3617
"2011-11-16",0.1541,0.4139
"2011-11-23",0.1614,0.4311
"2011-12-02",0.0218,0.2074
"2011-12-09",0.025,0.227
"2011-12-18",0.0893,0.3189
"2011-12-25",-0.0743,0.2017
"2012-01-03",,
"2012-01-10",0.0652,0.2649
"2012-01-19",0.0709,0.2997
"2012-01-26",0.1112,0.3388
"2012-02-04",0.0046,0.0059
"2012-02-11",-0.0349,0.1355
"2012-02-20",0.0571,0.2089
"2012-02-27",0.1006,0.2403
"2012-03-07",0.0872,0.2966
"2012-03-14",0.1025,0.2238
"2012-03-23",0.1358,0.3752
"2012-03-30",0.139,0.3846
"2012-04-08",0.1432,0.3791
"2012-04-15",-0.2985,-0.2543
"2012-04-24",0.1495,0.3828
"2012-05-01",0.1495,0.2845
"2012-05-10",0.1896,0.3893
"2012-05-17",,
"2012-05-26",0.2162,0.3929
"2012-06-02",0.218,0.4111
"2012-06-11",0.2025,0.3899
"2012-06-18",0.2059,0.3953
"2012-06-27",,
"2012-07-04",0.1916,0.3613
"2012-07-13",0.204,0.3883
"2012-07-20",0.2131,0.4036
"2012-07-29",0.2141,0.4131
"2012-08-05",0.2345,0.4352
"2012-08-21",0.2359,0.4035
"2012-08-30",0.2278,0.4243
"2012-09-06",0.2101,0.4388
"2012-09-15",0.2187,0.4116
"2012-09-22",0.2113,0.4041
"2012-10-01",0.2018,0.4232
"2012-10-08",0.2124,0.456
"2012-10-17",0.1954,0.4412
"2012-10-24",0.1748,0.4549
"2012-11-02",,
"2012-11-09",0.1707,0.4673
"2012-11-18",0.1575,0.4633
"2012-11-25",0.1524,0.3908
"2012-12-04",,
"2012-12-11",-0.114,0.2006
"2012-12-20",-0.0061,0.2034
"2012-12-27",0.0047,0.1762
"2013-01-05",-0.0193,0.238
"2013-01-12",0.0338,0.2562
"2013-01-21",0.088,0.3194
"2013-01-28",,
"2013-02-06",0.1191,0.3582
"2013-02-13",,
"2013-02-22",-0.0093,0.0468
"2013-03-01",-0.223,0.1302
"2013-03-10",-0.1297,0.1255
"2013-03-17",0.1247,0.3378
"2013-03-18",0.1708,0.4384
"2013-03-26",0.023,0.1823
"2013-04-02",,
"2013-04-05",,0.3937
"2013-04-11",0.099,0.2412
"2013-04-18",-0.4482,-0.0025
"2013-04-19",0.1749,0.3543
"2013-04-27",0.1292,0.3522
"2013-05-04",0.1246,0.3152
"2013-05-05",,
"2013-05-12",0.1799,0.4356
"2013-05-13",0.1043,0.215
"2013-05-20",0.1299,0.2186
"2013-05-21",0.2038,0.4014
"2013-05-28",0.1512,0.2366
"2013-05-29",0.2023,0.2351
"2013-06-05",0.1949,0.3359
"2013-06-06",0.2421,0.4379
"2013-06-13",0.186,0.3322
"2013-06-14",0.1867,0.2624
"2013-06-21",0.2044,0.3892
"2013-06-22",0.2376,0.4212
"2013-06-29",,
"2013-06-30",,
"2013-07-07",0.1997,0.2672
"2013-07-08",0.2788,0.3923
"2013-07-15",,
"2013-07-16",0.2439,0.39
"2013-07-23",0.2404,0.4374
"2013-07-24",,
"2013-07-31",0.3151,0.5273
"2013-08-01",,
"2013-08-08",0.2574,0.2725
"2013-08-09",0.329,0.4923
"2013-08-16",0.3387,0.4774
"2013-08-17",,
"2013-08-24",0.2903,0.4568
"2013-08-25",0.3356,0.5175
"2013-09-01",0.2991,0.4608
"2013-09-02",0.2976,0.4838
"2013-09-09",0.2583,0.4417
"2013-09-10",,
"2013-09-17",0.3319,0.5399
"2013-09-18",0.2487,0.4073
"2013-09-25",0.2831,0.4908
"2013-09-26",0.3106,0.5247
"2013-10-03",0.2987,0.523
"2013-10-04",0.244,0.427
"2013-10-11",,0.1953
"2013-10-12",0.2728,0.508
"2013-10-19",0.2667,0.5182
"2013-10-20",0.1363,
"2013-10-27",0.2031,0.454
"2013-10-28",0.2296,0.3462
"2013-11-04",0.2174,0.5055
"2013-11-05",,
"2013-11-12",0.1865,0.4654
"2013-11-13",0.2177,0.5304
"2013-11-20",0.2214,0.5578
"2013-11-28",0.1548,0.2926
"2013-11-29",0.2127,0.5367
"2013-12-06",-0.0123,0.4497
"2013-12-07",-0.0069,0.0901
"2013-12-14",0.0501,0.3132
"2013-12-15",0.0985,0.4679
"2013-12-22",0.0442,0.5605
"2013-12-23",0.0699,0.3276
"2013-12-30",0.0369,0.2622
"2013-12-31",0.137,0.492
"2014-01-07",,
"2014-01-08",-0.0155,0.1774
"2014-01-15",,
"2014-01-16",,
"2014-01-23",0.0333,0.4181
"2014-01-24",0.0778,0.28
"2014-02-01",,0.0786
"2014-02-08",-0.0129,0.3189
"2014-02-09",-0.0026,0.1424
"2014-02-16",,
"2014-02-17",0.1347,0.271
"2014-02-24",0.1493,0.3344
"2014-02-25",0.1186,0.2457
"2014-03-04",0.1143,0.2359
"2014-03-05",0.0326,0.1958
"2014-03-12",0.0213,0.2006
"2014-03-13",0.093,0.2553
"2014-03-20",0.1333,0.3168
"2014-03-21",0.1774,
"2014-03-28",0.1892,0.2601
"2014-03-29",0.1301,0.3162
"2014-04-05",,
"2014-04-06",0.1327,0.321
"2014-04-14",-0.1656,0.0626
"2014-04-21",0.1439,0.3243
"2014-04-22",0.1899,0.3986
"2014-04-30",0.1194,0.341
"2014-05-07",0.1316,0.3579
"2014-05-08",,0.4523
"2014-05-15",0.2093,
"2014-05-16",0.1487,0.2936
"2014-05-23",,
"2014-05-24",0.16,0.2187
"2014-05-31",0.2681,0.4692
"2014-06-01",0.2171,0.4063
"2014-06-09",0.2984,0.4796
"2014-06-16",0.2921,0.4741
"2014-06-17",0.2482,0.4096
"2014-06-24",0.2491,0.4235
"2014-06-25",0.2949,0.487
"2014-07-02",0.2858,0.4853
"2014-07-03",0.2388,0.4268
"2014-07-10",0.2299,0.3399
"2014-07-11",,
"2014-07-18",,
"2014-07-19",0.2663,0.4253
"2014-07-26",0.2723,0.4301
"2014-07-27",0.3191,0.5151
"2014-08-03",0.3282,0.5249
"2014-08-04",0.2635,0.3286
"2014-08-11",0.2987,0.4904
"2014-08-12",0.327,0.5226
"2014-08-19",0.3444,0.4796
"2014-08-20",0.282,0.3348
"2014-08-27",0.2586,0.4896
"2014-08-28",0.2699,
"2014-09-04",0.2504,0.3399
"2014-09-05",0.2767,0.4799
"2014-09-12",0.2408,0.4626
"2014-09-13",0.3115,0.532
"2014-09-20",0.3106,0.5316
"2014-09-21",,
"2014-09-29",0.2734,0.4248
"2014-10-06",0.2138,
"2014-10-07",0.2333,0.3264
"2014-10-14",0.2431,0.4764
"2014-10-15",,
"2014-10-22",,
"2014-10-23",,
"2014-10-30",0.1953,0.4747
"2014-10-31",0.2369,0.5212
"2014-11-07",,
"2014-11-08",0.1915,0.4735
"2014-11-15",0.1072,0.283
