"DateTime"," NDSI (Landsat 4/5/7/8 SR) at Polygon 1, 1984-01-01 to 2019-08-15"," NDSI (Landsat 4/5/7/8 SR) at Polygon 2, 1984-01-01 to 2019-08-15"
"2003-03-07",0.2932,0.6026
"2003-03-14",-0.3619,-0.1217
"2003-03-15",-0.5078,-0.2982
"2003-03-22",0.8853,0.6982
"2003-03-23",0.7928,0.6899
"2003-03-30",0.1009,
"2003-03-31",,
"2003-04-07",-0.4758,-0.3026
"2003-04-08",-0.4303,-0.1696
"2003-04-16",-0.5185,-0.5262
"2003-04-23",,
"2003-04-24",0.5702,
"2003-05-01",-0.4514,-0.4678
"2003-05-02",,
"2003-05-09",-0.4266,-0.4136
"2003-05-10",,
"2003-05-17",-0.5138,-0.5249
"2003-05-18",-0.4243,-0.376
"2003-05-25",-0.4815,-0.4624
"2003-05-26",-0.4553,-0.4837
"2003-06-02",-0.3031,-0.3241
"2003-06-11",-0.5013,-0.5114
"2003-06-18",-0.3331,
"2003-06-27",-0.491,-0.5033
"2003-07-04",-0.5016,-0.5249
"2003-07-13",,
"2003-07-20",-0.4726,-0.4804
"2003-07-21",-0.5009,-0.5179
"2003-07-28",-0.4298,-0.391
"2003-07-29",,
"2003-08-05",-0.4682,-0.488
"2003-08-06",-0.4917,-0.5242
"2003-08-13",-0.5069,-0.521
"2003-08-14",-0.4856,-0.5101
"2003-08-21",-0.305,
"2003-08-22",-0.4239,-0.4767
"2003-08-29",-0.4457,-0.3881
"2003-09-06",,
"2003-09-15",-0.5,-0.5101
"2003-09-22",-0.5119,-0.5266
"2003-09-23",-0.503,-0.5113
"2003-09-30",-0.4897,-0.4865
"2003-10-01",-0.4105,-0.3354
"2003-10-08",-0.4991,-0.4953
"2003-10-09",-0.503,-0.5091
"2003-10-16",-0.3145,-0.3363
"2003-10-17",-0.4934,-0.4857
"2003-10-24",-0.4994,-0.4969
"2003-10-25",-0.4338,
"2003-11-01",,
"2003-11-02",-0.437,-0.3629
"2003-11-09",-0.3645,-0.3205
"2003-11-10",-0.4878,-0.4689
"2003-11-17",-0.4754,-0.4693
"2003-11-18",-0.491,-0.4611
"2003-11-25",0.4459,0.4216
"2003-11-26",0.0036,0.3108
"2003-12-03",,
"2003-12-04",-0.4255,-0.3604
"2003-12-11",0.4275,0.4569
"2003-12-12",0.4239,0.4462
"2003-12-19",0.2895,0.3806
"2003-12-20",,
"2003-12-27",-0.0056,0.2463
"2003-12-28",-0.0597,0.1916
"2004-01-04",0.6248,0.5702
"2004-01-05",0.6029,0.4859
"2004-01-12",-0.0143,0.1399
"2004-01-13",-0.4422,-0.0978
"2004-01-21",0.6298,0.6407
"2004-01-28",0.544,0.4173
"2004-01-29",,
"2004-02-05",0.6353,0.5783
"2004-02-06",0.6663,0.6122
"2004-02-13",,
"2004-02-14",0.7061,0.5664
"2004-02-21",,
"2004-02-22",,
"2004-02-29",0.5133,0.5278
"2004-03-01",0.2243,0.4287
"2004-03-08",0.0103,0.2887
"2004-03-09",-0.2697,0.1133
"2004-03-16",,
"2004-03-17",-0.4671,-0.306
"2004-03-24",,-0.2047
"2004-03-25",-0.4674,-0.455
"2004-04-01",-0.4306,-0.414
"2004-04-02",,
"2004-04-17",-0.4833,-0.4912
"2004-04-18",-0.406,
"2004-04-25",,
"2004-04-26",-0.4042,-0.2884
"2004-05-03",-0.469,-0.4813
"2004-05-04",-0.448,-0.4194
"2004-05-11",-0.4937,-0.4967
"2004-05-12",,
"2004-05-19",-0.2314,
"2004-05-20",,
"2004-05-27",-0.4962,-0.5022
"2004-05-28",,
"2004-06-04",,-0.3388
"2004-06-05",-0.4737,-0.4693
"2004-06-12",-0.0461,-0.2047
"2004-06-13",-0.4598,
"2004-06-20",-0.4785,-0.4834
"2004-06-21",,
"2004-06-28",-0.4712,-0.4745
"2004-06-29",-0.4243,-0.1427
"2004-07-06",-0.4899,-0.5121
"2004-07-07",-0.4917,-0.5084
"2004-07-14",-0.4867,-0.4951
"2004-07-15",-0.4667,-0.4722
"2004-07-22",-0.3891,-0.3928
"2004-07-30",,-0.3292
"2004-07-31",-0.4692,-0.4727
"2004-08-07",,
"2004-08-08",-0.4885,-0.5047
"2004-08-15",-0.4967,-0.4972
"2004-08-16",-0.4649,-0.4611
"2004-08-23",-0.2694,
"2004-08-24",-0.4205,-0.4665
"2004-08-31",-0.4817,-0.4956
"2004-09-01",-0.4838,-0.4946
"2004-09-08",-0.4703,-0.4747
"2004-09-09",-0.4808,-0.4964
"2004-09-16",-0.5102,-0.5186
"2004-09-17",-0.482,-0.4776
"2004-09-24",-0.4805,-0.4657
"2004-09-25",-0.4688,-0.4743
"2004-10-02",-0.5042,-0.4973
"2004-10-03",-0.4644,-0.4449
"2004-10-10",-0.42,-0.435
"2004-10-11",-0.3587,-0.3489
"2004-10-18",-0.4759,-0.4987
"2004-10-26",-0.4891,-0.466
"2004-10-27",-0.2137,
"2004-11-03",0.4291,0.4867
"2004-11-04",,
"2004-11-11",0.0536,0.6317
"2004-11-12",,
"2004-11-19",-0.4869,-0.2238
"2004-12-05",0.4119,0.4253
"2004-12-06",0.2817,0.4279
"2004-12-13",-0.2582,
"2004-12-14",-0.3048,
"2004-12-21",-0.0657,0.1361
"2004-12-22",0.5125,0.6187
"2004-12-30",-0.3859,0.2933
"2005-01-06",0.6199,0.5642
"2005-01-07",0.5203,0.4817
"2005-01-14",0.6304,0.5039
"2005-01-15",0.617,0.4897
"2005-01-22",-0.0131,0.1836
"2005-01-23",-0.2292,0.0972
"2005-01-31",0.5681,0.5546
"2005-02-07",,
"2005-02-08",0.0887,0.2403
"2005-02-15",-0.0972,
"2005-02-16",,
"2005-02-23",,
"2005-02-24",-0.3875,0.2983
"2005-03-03",-0.1716,0.1484
"2005-03-04",-0.4121,-0.1652
"2005-03-11",-0.2863,-0.0144
"2005-03-12",-0.3461,-0.1286
"2005-03-19",,
"2005-03-20",-0.1164,0.2475
"2005-03-27",-0.3863,0.4458
"2005-03-28",-0.2087,
"2005-04-04",-0.3813,0.0023
"2005-04-12",0.9459,0.7924
"2005-04-13",0.7803,0.6674
"2005-04-20",-0.4579,-0.4508
"2005-04-21",-0.4821,-0.4826
"2005-04-28",-0.2304,-0.182
"2005-05-06",,
"2005-05-07",-0.3794,-0.2202
"2005-05-14",-0.1657,
"2005-05-15",-0.4292,-0.4623
"2005-05-22",-0.4678,-0.4947
"2005-05-23",-0.4699,-0.4953
"2005-05-30",-0.3283,-0.4375
"2005-05-31",-0.4468,-0.4691
"2005-06-07",-0.4712,-0.477
"2005-06-08",-0.4779,-0.4902
"2005-06-15",-0.4555,-0.4701
"2005-06-16",-0.4556,-0.4491
"2005-06-23",,
"2005-06-24",-0.4721,-0.4758
"2005-07-01",-0.4177,-0.4877
"2005-07-02",-0.4478,-0.4529
"2005-07-09",-0.3934,-0.4375
"2005-07-10",-0.4664,-0.2751
"2005-07-17",-0.4585,-0.4823
"2005-07-18",-0.4537,-0.4534
"2005-07-26",-0.3006,-0.4384
"2005-08-02",-0.4932,-0.4958
"2005-08-03",-0.4522,-0.4576
"2005-08-10",-0.3473,-0.2266
"2005-08-11",-0.3404,
"2005-08-18",-0.4963,-0.5146
"2005-08-19",,
"2005-08-26",-0.4432,-0.4724
"2005-08-27",-0.4811,-0.3967
"2005-09-03",-0.4865,-0.4846
"2005-09-04",-0.4648,-0.4653
"2005-09-11",-0.4905,-0.4973
"2005-09-12",-0.4978,-0.5053
"2005-09-19",-0.5104,-0.5125
"2005-09-20",-0.4353,-0.3666
"2005-09-27",-0.4785,-0.4497
"2005-10-06",-0.4696,-0.4313
"2005-10-13",-0.2268,0.0917
"2005-10-14",-0.4615,-0.3764
"2005-10-21",-0.4248,-0.4288
"2005-10-22",-0.476,-0.4469
"2005-10-29",,0.0155
"2005-10-30",-0.4557,-0.4557
"2005-11-06",-0.3238,
"2005-11-07",-0.437,-0.3936
"2005-11-14",-0.378,-0.2141
"2005-11-15",0.5756,0.5684
"2005-11-22",-0.2435,-0.031
"2005-11-23",-0.4378,-0.1801
"2005-12-01",,
"2005-12-08",0.6154,0.5504
"2005-12-17",0.187,0.3925
"2005-12-24",,
"2006-01-02",-0.4269,-0.2427
"2006-01-09",-0.4134,-0.2935
"2006-01-10",-0.3678,-0.2239
"2006-01-17",0.0155,0.2667
"2006-01-18",-0.3846,-0.0768
"2006-01-25",,
"2006-01-26",0.6117,0.5606
"2006-02-03",-0.3037,0.1189
"2006-02-10",0.5143,0.6001
"2006-02-11",0.5196,0.5062
"2006-02-18",0.46,0.5439
"2006-02-19",0.2338,0.3864
"2006-02-26",-0.2656,-0.0372
"2006-02-27",-0.3859,-0.1701
"2006-03-06",-0.3538,-0.3446
"2006-03-07",-0.4793,-0.4594
"2006-03-14",-0.3877,0.31
"2006-03-23",-0.235,0.1559
"2006-03-30",-0.4826,-0.4992
"2006-03-31",,
"2006-04-07",,
"2006-04-08",-0.4804,-0.4849
"2006-04-15",,
"2006-04-16",-0.4629,-0.4602
"2006-04-23",-0.4691,-0.4812
"2006-04-24",,
"2006-05-01",-0.4809,-0.4898
"2006-05-02",-0.4291,-0.4525
"2006-05-09",-0.1755,-0.1229
"2006-05-10",-0.4679,-0.2268
"2006-05-17",-0.4425,-0.4638
"2006-05-18",-0.4245,-0.4433
"2006-05-25",-0.4335,-0.4211
"2006-05-26",,
"2006-06-02",-0.4807,-0.4498
"2006-06-03",-0.3679,-0.4075
"2006-06-10",,
"2006-06-11",-0.4716,-0.4808
"2006-06-18",-0.4957,-0.5178
"2006-06-19",-0.4623,-0.4892
"2006-06-26",-0.4219,-0.4348
"2006-06-27",-0.4696,-0.4094
"2006-07-04",-0.4796,-0.494
"2006-07-05",-0.3661,-0.3447
"2006-07-12",-0.2875,-0.3436
"2006-07-13",-0.4863,-0.498
"2006-07-20",-0.487,-0.5087
"2006-07-21",-0.4459,-0.4081
"2006-07-28",-0.2847,
"2006-07-29",-0.4513,-0.514
"2006-08-06",,
"2006-08-13",-0.4354,-0.421
"2006-08-14",-0.4695,-0.4964
"2006-08-21",-0.4031,-0.3677
"2006-08-22",-0.2488,-0.2374
"2006-08-29",-0.4833,-0.5074
"2006-08-30",-0.4892,-0.5075
"2006-09-06",-0.3749,-0.347
"2006-09-07",-0.4334,-0.39
"2006-09-14",-0.4498,-0.4225
"2006-09-15",-0.477,-0.4771
"2006-09-23",,
"2006-09-30",-0.5015,-0.4978
"2006-10-01",,
"2006-10-16",-0.4268,-0.3927
"2006-10-24",,
"2006-10-25",-0.2436,-0.2925
"2006-11-01",0.2308,0.4271
"2006-11-02",0.1391,0.3213
"2006-11-09",-0.4777,-0.3797
"2006-11-10",-0.4535,-0.379
"2006-11-17",-0.4557,-0.3629
"2006-11-18",-0.48,-0.3995
"2006-11-25",-0.487,-0.4252
"2006-11-26",-0.4492,-0.3938
"2006-12-03",0.6892,0.6812
"2006-12-04",0.6714,0.5542
"2006-12-11",0.3387,0.4791
"2006-12-12",,
"2006-12-19",0.0063,0.206
"2006-12-27",0.7313,0.5743
"2007-01-04",0.7413,0.6003
"2007-01-12",0.6655,0.5985
"2007-01-13",0.574,0.5351
"2007-01-20",,
"2007-01-21",,
"2007-01-28",0.7358,0.5474
"2007-01-29",0.7302,0.5931
"2007-02-05",0.722,0.5984
"2007-02-06",0.8075,0.6436
"2007-02-13",,
"2007-02-14",0.5978,0.5592
"2007-02-21",0.5637,0.6277
"2007-02-22",0.535,0.6149
"2007-03-01",0.8285,0.6291
"2007-03-02",,
"2007-03-09",0.355,0.4156
"2007-03-10",,
"2007-03-17",,
"2007-03-18",-0.2259,-0.0597
"2007-03-25",-0.3998,-0.047
"2007-03-26",-0.464,-0.3477
"2007-04-02",-0.3705,-0.4504
"2007-04-03",-0.4781,-0.4625
"2007-04-11",-0.489,-0.4607
"2007-04-18",-0.4938,-0.4928
"2007-04-19",-0.4764,-0.4874
"2007-04-26",0.7542,0.7426
"2007-04-27",0.0316,0.6618
"2007-05-05",-0.414,
"2007-05-12",-0.4639,-0.4757
"2007-05-13",-0.4266,-0.426
"2007-05-20",-0.4429,-0.3795
"2007-05-21",-0.1682,
"2007-05-28",,-0.361
"2007-05-29",-0.4691,-0.4054
"2007-06-05",,
"2007-06-13",,
"2007-06-14",-0.4082,-0.339
"2007-06-21",-0.2705,-0.4462
"2007-06-22",,-0.3765
"2007-06-29",-0.4658,-0.4769
"2007-06-30",-0.4822,-0.4886
"2007-07-07",-0.4947,-0.5053
"2007-07-08",-0.4144,-0.3601
"2007-07-15",-0.4599,-0.4319
"2007-07-16",-0.4917,-0.4878
"2007-07-23",-0.4223,-0.4983
"2007-07-24",-0.4666,-0.4459
"2007-07-31",-0.4367,-0.4385
"2007-08-01",-0.4858,-0.4427
"2007-08-08",-0.5116,-0.529
"2007-08-09",-0.4754,-0.4906
"2007-08-16",-0.4862,-0.4723
"2007-08-17",-0.4289,-0.5081
"2007-08-24",-0.5004,-0.4795
"2007-08-25",-0.4833,-0.4947
"2007-09-01",-0.3675,-0.4455
"2007-09-02",-0.5036,-0.5052
"2007-09-09",-0.3927,-0.435
"2007-09-17",,
"2007-09-18",-0.5062,-0.4901
"2007-09-25",-0.5354,-0.5282
"2007-09-26",-0.5014,-0.4848
"2007-10-03",-0.5146,-0.5004
"2007-10-04",-0.5208,-0.4983
"2007-10-11",-0.528,-0.5066
"2007-10-20",-0.5198,-0.4893
"2007-10-27",-0.4547,-0.4069
"2007-11-05",-0.5118,-0.4705
"2007-11-12",,
"2007-11-21",0.63,0.6325
"2007-11-28",0.0942,
"2007-12-14",0.3915,0.4974
"2007-12-23",0.5101,0.4363
"2007-12-30",0.6382,0.5153
"2008-01-08",0.6302,0.6342
"2008-01-15",,
"2008-01-24",0.5084,0.5012
"2008-01-31",0.5664,0.5169
"2008-02-01",0.3181,0.4203
"2008-02-08",0.4846,0.4808
"2008-02-09",0.4476,0.5361
"2008-02-16",0.1632,0.4344
"2008-02-25",,
"2008-03-03",0.8034,0.6047
"2008-03-04",0.6332,0.5832
"2008-03-11",0.0664,0.4525
"2008-03-12",,
"2008-03-19",-0.1195,0.3262
"2008-03-20",-0.3349,0.1257
"2008-03-27",-0.2199,-0.0517
"2008-03-28",-0.4155,-0.1381
"2008-04-04",-0.4935,-0.4136
"2008-04-05",-0.2194,-0.2474
"2008-04-12",0.0123,0.3541
"2008-04-13",-0.4726,-0.3369
"2008-04-20",-0.5016,-0.5027
"2008-04-21",-0.4695,-0.4597
"2008-04-28",,
"2008-04-29",,
"2008-05-06",-0.3837,-0.4336
"2008-05-07",-0.34,
"2008-05-14",-0.2982,-0.2846
"2008-05-15",,
"2008-05-22",,
"2008-05-23",-0.4106,-0.431
"2008-05-30",-0.4792,-0.4952
"2008-05-31",-0.4806,-0.492
"2008-06-07",-0.5001,-0.5213
"2008-06-08",-0.3861,
"2008-06-15",-0.4725,-0.4822
"2008-06-16",,
"2008-06-23",-0.1996,
"2008-06-24",-0.4615,-0.4669
"2008-07-01",,
"2008-07-02",-0.4825,-0.4887
"2008-07-09",-0.504,-0.5089
"2008-07-10",-0.4369,-0.4468
"2008-07-17",-0.3683,
"2008-07-18",-0.4856,-0.493
"2008-07-25",-0.4945,-0.4777
"2008-07-26",,
"2008-08-02",-0.4219,-0.4477
"2008-08-03",-0.4827,-0.4397
"2008-08-11",-0.4652,-0.4673
"2008-08-18",-0.4469,-0.4402
"2008-08-19",-0.4821,-0.4865
"2008-08-26",-0.5059,-0.5049
"2008-08-27",-0.4687,-0.4697
"2008-09-03",-0.4836,-0.4841
"2008-09-04",-0.5008,-0.5016
"2008-09-11",-0.4864,-0.478
"2008-09-19",-0.4473,-0.4172
"2008-09-20",-0.4912,-0.4789
"2008-09-27",-0.5351,-0.5293
"2008-09-28",-0.4544,-0.4302
"2008-10-05",,
"2008-10-06",-0.4993,-0.4851
"2008-10-13",-0.2956,
"2008-10-21",,
"2008-10-22",0.5505,0.5395
"2008-10-29",-0.5148,-0.4921
"2008-10-30",-0.4462,-0.4091
"2008-11-06",-0.4612,-0.4149
"2008-11-07",-0.4897,-0.4529
"2008-11-14",0.4257,
"2008-11-15",-0.4043,-0.3248
"2008-11-22",-0.4717,-0.4287
"2008-11-23",-0.4958,-0.4216
"2008-11-30",,
"2008-12-09",0.4792,0.4245
"2008-12-16",,
"2008-12-25",-0.2064,0.5304
"2009-01-01",-0.1173,
"2009-01-09",,
"2009-01-10",,0.5113
"2009-01-17",0.1531,0.3891
"2009-01-18",-0.2591,0.3654
"2009-01-25",-0.2874,0.2789
"2009-01-26",,
"2009-02-02",-0.1886,0.0392
"2009-02-03",-0.4364,-0.2508
"2009-02-10",,
"2009-02-11",-0.3694,
"2009-02-18",-0.3296,-0.0555
"2009-02-19",-0.4472,-0.2821
"2009-02-26",-0.4729,-0.3063
"2009-02-27",-0.4506,-0.3346
"2009-03-06",-0.4928,-0.4649
"2009-03-07",-0.4494,0.2441
"2009-03-14",-0.5062,-0.4951
"2009-03-15",-0.4837,-0.4627
"2009-03-22",-0.5018,-0.4967
"2009-03-23",,
"2009-03-30",-0.3843,-0.1183
"2009-03-31",-0.4204,-0.1616
"2009-04-07",-0.4564,-0.2597
"2009-04-08",-0.5004,-0.4352
"2009-04-15",-0.4975,-0.5034
"2009-04-16",,
"2009-04-23",-0.4597,-0.4073
"2009-04-24",-0.3908,-0.3512
"2009-05-01",-0.3498,-0.2816
"2009-05-09",,-0.2674
"2009-05-10",,
"2009-05-17",-0.4788,-0.4964
"2009-05-18",-0.4455,-0.4503
"2009-05-25",,
"2009-06-02",,
"2009-06-03",-0.3924,-0.4689
"2009-06-10",,
"2009-06-18",-0.4389,-0.4189
"2009-06-19",-0.4892,-0.5007
"2009-06-27",-0.4696,-0.4847
"2009-07-04",-0.4332,-0.3554
"2009-07-05",-0.4396,-0.477
"2009-07-12",-0.3283,-0.4145
"2009-07-13",-0.4697,-0.4842
"2009-07-20",,
"2009-07-21",-0.4616,-0.4703
"2009-07-28",-0.4562,-0.3739
"2009-07-29",-0.2419,
"2009-08-05",-0.4837,-0.4938
"2009-08-06",-0.2913,-0.4804
"2009-08-13",-0.4103,-0.4266
"2009-08-21",-0.4848,-0.4966
"2009-08-29",-0.3879,-0.28
"2009-08-30",-0.3885,-0.346
"2009-09-07",-0.4997,-0.4679
"2009-09-14",-0.5057,-0.4907
"2009-09-15",-0.4905,-0.4736
"2009-09-22",-0.393,-0.2127
"2009-09-30",-0.5074,-0.4853
"2009-10-01",-0.5135,-0.4766
"2009-10-08",,
"2009-10-09",-0.4351,-0.4372
"2009-10-16",-0.523,-0.5049
"2009-10-17",-0.5231,-0.49
"2009-10-24",0.1398,0.3245
"2009-10-25",,
"2009-11-01",0.4136,0.385
"2009-11-02",-0.2086,0.0513
"2009-11-09",,
"2009-11-10",-0.4632,-0.3637
"2009-11-17",0.7644,0.641
"2009-11-18",0.7028,0.5713
"2009-11-25",,0.2625
"2009-11-26",-0.3008,0.147
"2009-12-03",0.4976,0.6283
"2009-12-04",0.2574,0.4684
"2009-12-11",0.5311,0.4862
"2009-12-12",0.4562,0.4978
"2009-12-19",0.0546,0.3463
"2009-12-28",0.6005,0.523
"2010-01-04",0.1904,0.3541
"2010-01-12",0.0267,0.2596
"2010-01-13",-0.3281,
"2010-01-20",,
"2010-01-21",,
"2010-01-28",0.5954,0.5305
"2010-01-29",0.6105,0.5854
"2010-02-05",,0.5544
"2010-02-06",,
"2010-02-13",0.7221,
"2010-02-14",0.2472,0.5154
"2010-02-22",,
"2010-03-01",0.3691,
"2010-03-02",0.0496,0.5965
"2010-03-09",-0.0254,0.3989
"2010-03-10",0.1896,0.512
"2010-03-17",-0.1158,0.3345
"2010-03-18",-0.2743,0.2002
"2010-03-25",0.8052,0.6121
"2010-03-26",0.7475,0.6561
"2010-04-02",,
"2010-04-03",-0.3253,-0.206
"2010-04-10",-0.4809,-0.2368
"2010-04-11",,
"2010-04-18",,
"2010-04-19",,-0.4281
"2010-04-26",-0.1518,0.2604
"2010-04-27",-0.4722,-0.4335
"2010-05-04",-0.4667,-0.4725
"2010-05-05",-0.4543,-0.4073
"2010-05-12",-0.3796,-0.2288
"2010-05-20",-0.498,-0.4912
"2010-05-21",-0.4735,-0.4919
"2010-05-28",-0.4921,-0.4931
"2010-05-29",-0.413,-0.4895
"2010-06-05",-0.2704,
"2010-06-06",-0.4809,-0.4823
"2010-06-13",-0.052,-0.3105
"2010-06-14",-0.3852,-0.3798
"2010-06-21",-0.4792,-0.4784
"2010-06-22",,-0.3105
"2010-06-29",-0.5015,-0.453
"2010-06-30",-0.463,-0.4682
"2010-07-07",-0.4292,-0.4185
"2010-07-08",-0.4794,-0.4705
"2010-07-15",-0.5064,-0.5227
"2010-07-16",-0.4768,-0.4881
"2010-07-23",,
"2010-07-24",-0.3125,-0.3818
"2010-07-31",-0.5055,-0.4902
"2010-08-01",-0.3369,
"2010-08-08",-0.4289,-0.4587
"2010-08-09",-0.4094,-0.3979
"2010-08-16",,
"2010-08-17",-0.4812,-0.4929
"2010-08-24",-0.4613,
"2010-08-25",-0.4988,-0.5028
"2010-09-01",-0.5132,-0.5236
"2010-09-02",-0.5054,-0.5112
"2010-09-09",-0.5294,-0.536
"2010-09-10",-0.5004,-0.491
"2010-09-17",-0.5134,-0.5135
"2010-09-18",-0.5128,-0.5047
"2010-09-25",-0.5406,-0.5376
"2010-09-26",-0.5091,-0.5012
"2010-10-03",-0.5028,-0.4768
"2010-10-04",,
"2010-10-11",-0.5059,-0.4714
"2010-10-19",-0.4942,-0.4559
"2010-10-20",-0.536,-0.5161
"2010-10-28",-0.5045,-0.4566
"2010-11-04",-0.4533,-0.4309
"2010-11-05",-0.5172,-0.4196
"2010-11-12",-0.2946,-0.2476
"2010-11-13",-0.393,-0.3854
"2010-11-20",-0.5051,-0.4573
"2010-11-21",-0.3896,-0.4136
"2010-11-28",-0.5311,-0.4735
"2010-12-06",,
"2010-12-07",-0.4405,-0.3723
"2010-12-14",-0.4869,-0.3957
"2010-12-15",,
"2010-12-22",,
"2010-12-23",-0.5167,-0.3289
"2010-12-30",,
"2010-12-31",,
"2011-01-07",0.4868,0.5327
"2011-01-08",0.3602,0.4402
"2011-01-15",0.4791,
"2011-01-23",0.1417,0.3876
"2011-01-24",,
"2011-01-31",,
"2011-02-01",0.5058,0.4864
"2011-02-09",0.6042,0.5993
"2011-02-16",0.1162,0.4323
"2011-02-17",-0.1199,0.447
"2011-02-24",-0.1699,0.6641
"2011-02-25",,
"2011-03-04",,
"2011-03-05",,
"2011-03-12",-0.4669,-0.2089
"2011-03-13",-0.4667,-0.276
"2011-03-20",,
"2011-03-21",-0.4825,-0.4493
"2011-03-28",-0.2341,-0.4146
"2011-03-29",-0.4746,-0.2511
"2011-04-05",-0.5065,-0.514
"2011-04-06",,
"2011-04-13",-0.4552,-0.4517
"2011-04-14",,
"2011-04-21",-0.4696,-0.4866
"2011-04-22",-0.4708,-0.4515
"2011-04-29",-0.4708,-0.4653
"2011-04-30",-0.4564,-0.4503
"2011-05-07",-0.4541,-0.4607
"2011-05-08",-0.4697,-0.4719
"2011-05-15",,
"2011-05-16",-0.4543,-0.4586
"2011-05-23",-0.4426,-0.2377
"2011-05-31",-0.49,-0.5017
"2011-06-01",,
"2011-06-08",-0.4578,-0.4818
"2011-06-09",-0.4681,-0.4766
"2011-06-16",-0.4532,-0.3794
"2011-06-17",,
"2011-06-24",-0.4659,-0.3813
"2011-06-25",-0.4845,-0.4927
"2011-07-02",-0.4911,-0.4972
"2011-07-03",-0.4312,-0.2853
"2011-07-10",,
"2011-07-11",-0.4856,-0.4599
"2011-07-18",-0.499,-0.4798
"2011-07-19",-0.5078,-0.5151
"2011-07-26",-0.4536,-0.4456
"2011-07-27",-0.4925,-0.4704
"2011-08-03",-0.4946,-0.5011
"2011-08-04",-0.4279,-0.3853
"2011-08-11",-0.518,-0.5297
"2011-08-12",-0.4972,-0.5058
"2011-08-19",,
"2011-08-20",-0.5171,-0.5304
"2011-08-27",-0.5152,-0.531
"2011-08-28",-0.4953,-0.4951
"2011-09-04",-0.5152,-0.5121
"2011-09-05",-0.4173,-0.4964
"2011-09-12",-0.5053,-0.4917
"2011-09-20",-0.5098,-0.4472
"2011-09-21",-0.5131,-0.5063
"2011-09-28",-0.52,-0.512
"2011-09-29",-0.4936,-0.4663
"2011-10-06",,
"2011-10-07",-0.5199,-0.4899
"2011-10-14",-0.5291,-0.5141
"2011-10-15",-0.394,-0.2546
"2011-10-22",-0.511,-0.4786
"2011-10-23",-0.5085,-0.4724
"2011-10-30",-0.4407,0.0402
"2011-10-31",-0.4835,-0.2886
"2011-11-07",-0.1055,0.403
"2011-11-15",-0.3942,-0.1744
"2011-11-16",-0.4463,-0.2173
"2011-11-23",-0.479,-0.3107
"2011-12-02",0.5675,0.5078
"2011-12-09",0.4157,0.4393
"2011-12-18",-0.0443,0.3375
"2011-12-25",0.7691,0.5857
"2012-01-03",,
"2012-01-10",0.0986,0.2418
"2012-01-19",-0.0322,0.1266
"2012-01-26",-0.2713,0.02
"2012-02-04",0.6155,0.7467
"2012-02-11",0.5976,0.5306
"2012-02-20",0.0498,0.297
"2012-02-27",-0.2246,0.1925
"2012-03-07",-0.2863,-0.0942
"2012-03-14",-0.3064,-0.1961
"2012-03-23",-0.4861,-0.446
"2012-03-30",-0.4851,-0.4691
"2012-04-08",-0.4712,-0.4765
"2012-04-15",0.9333,0.8613
"2012-04-24",-0.4203,-0.4656
"2012-05-01",-0.3486,-0.3515
"2012-05-10",-0.4766,-0.4832
"2012-05-17",,
"2012-05-26",-0.4769,-0.4721
"2012-06-02",-0.4825,-0.4816
"2012-06-11",-0.4701,-0.4693
"2012-06-18",-0.4933,-0.497
"2012-06-27",,
"2012-07-04",-0.4868,-0.4571
"2012-07-13",-0.4968,-0.4938
"2012-07-20",-0.5106,-0.5151
"2012-07-29",-0.3992,-0.4877
"2012-08-05",-0.5118,-0.5232
"2012-08-21",-0.4917,-0.4772
"2012-08-30",-0.4934,-0.4894
"2012-09-06",-0.4893,-0.5236
"2012-09-15",-0.4836,-0.4687
"2012-09-22",-0.4822,-0.4526
"2012-10-01",-0.4601,-0.4238
"2012-10-08",-0.5212,-0.513
"2012-10-17",-0.5096,-0.4875
"2012-10-24",-0.513,-0.5011
"2012-11-02",,
"2012-11-09",-0.514,-0.4879
"2012-11-18",-0.4914,-0.4466
"2012-11-25",-0.474,-0.4053
"2012-12-04",,
"2012-12-11",0.7016,0.5588
"2012-12-20",0.6458,0.5318
"2012-12-27",0.5272,0.4736
"2013-01-05",0.7028,0.5438
"2013-01-12",0.232,0.4143
"2013-01-21",-0.2279,0.2094
"2013-01-28",,
"2013-02-06",-0.3882,-0.2886
"2013-02-13",,
"2013-02-22",0.6997,0.5648
"2013-03-01",0.5974,0.6096
"2013-03-10",0.6908,0.5731
"2013-03-17",-0.4526,-0.2262
"2013-03-18",-0.4934,-0.4451
"2013-03-26",0.3137,0.3715
"2013-04-02",,
"2013-04-05",,-0.4805
"2013-04-11",-0.3228,-0.2524
"2013-04-18",0.5424,0.55
"2013-04-19",-0.4709,-0.1232
"2013-04-27",-0.4691,-0.4793
"2013-05-04",-0.4279,-0.4409
"2013-05-05",,
"2013-05-12",-0.4421,-0.53
"2013-05-13",-0.3028,-0.2946
"2013-05-20",-0.3438,-0.2862
"2013-05-21",-0.4631,-0.4848
"2013-05-28",-0.2059,-0.2039
"2013-05-29",-0.4629,-0.2582
"2013-06-05",-0.4616,-0.338
"2013-06-06",-0.504,-0.5386
"2013-06-13",-0.3236,-0.3384
"2013-06-14",-0.4234,-0.3099
"2013-06-21",-0.494,-0.5054
"2013-06-22",-0.5023,-0.5065
"2013-06-29",,
"2013-06-30",,-0.4476
